source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
S0366,WannaCry,software,uses,T1486,Data Encrypted for Impact,technique,[WannaCry](https://attack.mitre.org/software/S0366) encrypts user files and demands that a ransom be paid in Bitcoin to decrypt those files.(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)(Citation: SecureWorks WannaCry Analysis)
S0366,WannaCry,software,uses,T1210,Exploitation of Remote Services,technique,[WannaCry](https://attack.mitre.org/software/S0366) uses an exploit in SMBv1 to spread itself to other remote systems on a network.(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)(Citation: US-CERT WannaCry 2017)
S0366,WannaCry,software,uses,T1083,File and Directory Discovery,technique,"[WannaCry](https://attack.mitre.org/software/S0366) searches for variety of user files by file extension before encrypting them using RSA and AES, including Office, PDF, image, audio, video, source code, archive/compression format, and key and certificate files.(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)"
S0366,WannaCry,software,uses,T1564.001,Hidden Files and Directories,technique,[WannaCry](https://attack.mitre.org/software/S0366) uses <code>attrib +h</code> to make some of its files hidden.(Citation: LogRhythm WannaCry)
S0366,WannaCry,software,uses,T1490,Inhibit System Recovery,technique,"[WannaCry](https://attack.mitre.org/software/S0366) uses <code>vssadmin</code>, <code>wbadmin</code>, <code>bcdedit</code>, and <code>wmic</code> to delete and disable operating system recovery features.(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)(Citation: SecureWorks WannaCry Analysis)"
S0366,WannaCry,software,uses,T1570,Lateral Tool Transfer,technique,[WannaCry](https://attack.mitre.org/software/S0366) attempts to copy itself to remote computers after gaining access via an SMB exploit.(Citation: LogRhythm WannaCry)
S0366,WannaCry,software,uses,T1090.003,Multi-hop Proxy,technique,[WannaCry](https://attack.mitre.org/software/S0366) uses [Tor](https://attack.mitre.org/software/S0183) for command and control traffic.(Citation: SecureWorks WannaCry Analysis)
S0366,WannaCry,software,uses,T1120,Peripheral Device Discovery,technique,"[WannaCry](https://attack.mitre.org/software/S0366) contains a thread that will attempt to scan for new attached drives every few seconds. If one is identified, it will encrypt the files on the attached device.(Citation: FireEye WannaCry 2017)"
S0366,WannaCry,software,uses,T1563.002,RDP Hijacking,technique,[WannaCry](https://attack.mitre.org/software/S0366) enumerates current remote desktop sessions and tries to execute the malware on each session.(Citation: LogRhythm WannaCry)
S0366,WannaCry,software,uses,T1018,Remote System Discovery,technique,[WannaCry](https://attack.mitre.org/software/S0366) scans its local network segment for remote systems to try to exploit and copy itself to.(Citation: SecureWorks WannaCry Analysis)
S0366,WannaCry,software,uses,T1489,Service Stop,technique,"[WannaCry](https://attack.mitre.org/software/S0366) attempts to kill processes associated with Exchange, Microsoft SQL Server, and MySQL to make it possible to encrypt their data stores.(Citation: FireEye WannaCry 2017)(Citation: SecureWorks WannaCry Analysis)"
S0366,WannaCry,software,uses,T1016,System Network Configuration Discovery,technique,[WannaCry](https://attack.mitre.org/software/S0366) will attempt to determine the local network segment it is a part of.(Citation: SecureWorks WannaCry Analysis)
S0366,WannaCry,software,uses,T1222.001,Windows File and Directory Permissions Modification,technique,[WannaCry](https://attack.mitre.org/software/S0366) uses <code>attrib +h</code> and <code>icacls . /grant Everyone:F /T /C /Q</code> to make some of its files hidden and grant all users full access controls.(Citation: LogRhythm WannaCry)
S0366,WannaCry,software,uses,T1047,Windows Management Instrumentation,technique,[WannaCry](https://attack.mitre.org/software/S0366) utilizes <code>wmic</code> to delete shadow copies.(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)(Citation: SecureWorks WannaCry Analysis)
S0366,WannaCry,software,uses,T1543.003,Windows Service,technique,"[WannaCry](https://attack.mitre.org/software/S0366) creates the service ""mssecsvc2.0"" with the display name ""Microsoft Security Center (2.0) Service.""(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)"
S0670,WarzoneRAT,software,uses,T1548.002,Bypass User Account Control,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can use `sdclt.exe` to bypass UAC in Windows 10 to escalate privileges; for older Windows versions [WarzoneRAT](https://attack.mitre.org/software/S0670) can use the IFileOperation exploit to bypass the UAC module.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Warzone UAC Bypass November 2020)
S0670,WarzoneRAT,software,uses,T1546.015,Component Object Model Hijacking,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670)  can perform COM hijacking by setting the path to itself to the `HKCU\Software\Classes\Folder\shell\open\command` key with a `DelegateExecute` parameter.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1555.003,Credentials from Web Browsers,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has the capability to grab passwords from numerous web browsers as well as from Outlook and Thunderbird email clients.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Warzone UAC Bypass November 2020)
S0670,WarzoneRAT,software,uses,T1005,Data from Local System,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can collect data from a compromised host.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can use XOR 0x45 to decrypt obfuscated code.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1562.001,Disable or Modify Tools,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can disarm Windows Defender during the UAC process to evade detection.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1041,Exfiltration Over C2 Channel,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can send collected victim data to its C2 server.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1083,File and Directory Discovery,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can enumerate directories on a compromise host.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1564,Hide Artifacts,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can masquerade the Process Environment Block on a compromised host to hide it's attempts to elevate privileges through `IFileOperation`.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1105,Ingress Tool Transfer,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can download and execute additional files.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1056.001,Keylogging,technique,"[WarzoneRAT](https://attack.mitre.org/software/S0670) has the capability to install a live and offline keylogger, including through the use of the `GetAsyncKeyState` Windows API.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Warzone UAC Bypass November 2020) "
S0670,WarzoneRAT,software,uses,T1204.002,Malicious File,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has relied on a victim to open a malicious attachment within an email for execution.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Confucius APT Jan 2021)
S0670,WarzoneRAT,software,uses,T1112,Modify Registry,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can create `HKCU\Software\Classes\Folder\shell\open\command` as a new registry key during privilege escalation.(Citation: Uptycs Warzone UAC Bypass November 2020)(Citation: Check Point Warzone Feb 2020) 
S0670,WarzoneRAT,software,uses,T1106,Native API,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can use a variety of API calls on a compromised host.(Citation: Uptycs Warzone UAC Bypass November 2020)
S0670,WarzoneRAT,software,uses,T1095,Non-Application Layer Protocol,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can communicate with its C2 server via TCP over port 5200.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1059.001,PowerShell,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can use PowerShell to download files and execute commands.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Warzone UAC Bypass November 2020)
S0670,WarzoneRAT,software,uses,T1057,Process Discovery,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can obtain a list of processes on a compromised host.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1055,Process Injection,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has the ability to inject malicious DLLs into a specific process for privilege escalation.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1090,Proxy,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has the capability to act as a reverse proxy.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can add itself to the `HKCU\Software\Microsoft\Windows\CurrentVersion\Run` and `HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\UIF2IS20VK` Registry keys.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1021.001,Remote Desktop Protocol,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has the ability to control an infected PC using RDP.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1014,Rootkit,technique,"[WarzoneRAT](https://attack.mitre.org/software/S0670) can include a rootkit to hide processes, files, and startup.(Citation: Check Point Warzone Feb 2020)"
S0670,WarzoneRAT,software,uses,T1566.001,Spearphishing Attachment,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has been distributed as a malicious attachment within an email.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Confucius APT Jan 2021)
S0670,WarzoneRAT,software,uses,T1573.001,Symmetric Cryptography,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can encrypt its C2 with RC4 with the password `warzone160\x00`.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1082,System Information Discovery,technique,"[WarzoneRAT](https://attack.mitre.org/software/S0670) can collect compromised host information, including OS version, PC name, RAM size, and CPU details.(Citation: Check Point Warzone Feb 2020)"
S0670,WarzoneRAT,software,uses,T1221,Template Injection,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has been install via template injection through a malicious DLL embedded within a template RTF in a Word document.(Citation: Uptycs Confucius APT Jan 2021)
S0670,WarzoneRAT,software,uses,T1021.005,VNC,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) has the ability of performing remote desktop access via a VNC console.(Citation: Check Point Warzone Feb 2020)
S0670,WarzoneRAT,software,uses,T1125,Video Capture,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can access the webcam on a victim's machine.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Warzone UAC Bypass November 2020)
S0670,WarzoneRAT,software,uses,T1059.003,Windows Command Shell,technique,[WarzoneRAT](https://attack.mitre.org/software/S0670) can use `cmd.exe` to execute malicious code.(Citation: Check Point Warzone Feb 2020)
S0612,WastedLocker,software,uses,T1027.001,Binary Padding,technique,[WastedLocker](https://attack.mitre.org/software/S0612) contains junk code to increase its entropy and hide the actual code.(Citation: NCC Group WastedLocker June 2020)
S0612,WastedLocker,software,uses,T1548.002,Bypass User Account Control,technique,[WastedLocker](https://attack.mitre.org/software/S0612) can perform a UAC bypass if it is not executed with administrator rights or if the infected host runs Windows Vista or later.(Citation: NCC Group WastedLocker June 2020)
S0612,WastedLocker,software,uses,T1574.001,DLL Search Order Hijacking,technique, [WastedLocker](https://attack.mitre.org/software/S0612) has performed DLL hijacking before execution.(Citation: NCC Group WastedLocker June 2020)
S0612,WastedLocker,software,uses,T1486,Data Encrypted for Impact,technique,[WastedLocker](https://attack.mitre.org/software/S0612) can encrypt data and leave a ransom note.(Citation: Symantec WastedLocker June 2020)(Citation: NCC Group WastedLocker June 2020)(Citation: Sentinel Labs WastedLocker July 2020) 
S0612,WastedLocker,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,"[WastedLocker](https://attack.mitre.org/software/S0612)'s custom cryptor, CryptOne, used an XOR based algorithm to decrypt the payload.(Citation: NCC Group WastedLocker June 2020)"
S0612,WastedLocker,software,uses,T1083,File and Directory Discovery,technique,[WastedLocker](https://attack.mitre.org/software/S0612) can enumerate files and directories just prior to encryption.(Citation: NCC Group WastedLocker June 2020)
S0612,WastedLocker,software,uses,T1564.001,Hidden Files and Directories,technique,[WastedLocker](https://attack.mitre.org/software/S0612) has copied a random file from the Windows System32 folder to the <code>%APPDATA%</code> location under a different hidden filename.(Citation: NCC Group WastedLocker June 2020)
S0612,WastedLocker,software,uses,T1490,Inhibit System Recovery,technique,[WastedLocker](https://attack.mitre.org/software/S0612) can delete shadow volumes.(Citation: Symantec WastedLocker June 2020)(Citation: NCC Group WastedLocker June 2020)(Citation: Sentinel Labs WastedLocker July 2020) 
