ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations
S1032,PyDCrypt,"[PyDCrypt](https://attack.mitre.org/software/S1032) is malware written in Python designed to deliver [DCSrv](https://attack.mitre.org/software/S1033). It has been used by [Moses Staff](https://attack.mitre.org/groups/G1009) since at least September 2021, with each sample tailored for its intended victim organization.(Citation: Checkpoint MosesStaff Nov 2021)",https://attack.mitre.org/software/S1032,11 August 2022,18 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",Windows,,malware,"(Citation: Checkpoint MosesStaff Nov 2021),,(Citation: Checkpoint MosesStaff Nov 2021)"
S0583,Pysa,"[Pysa](https://attack.mitre.org/software/S0583) is a ransomware that was first used in October 2018 and has been seen to target particularly high-value finance, government and healthcare organizations.(Citation: CERT-FR PYSA April 2020)",https://attack.mitre.org/software/S0583,01 March 2021,27 April 2021,1.0,"Daniyal Naeem, BT Security",Windows,Mespinoza,malware,",,(Citation: CERT-FR PYSA April 2020)"
S0269,QUADAGENT,[QUADAGENT](https://attack.mitre.org/software/S0269) is a PowerShell backdoor used by [OilRig](https://attack.mitre.org/groups/G0049). (Citation: Unit 42 QUADAGENT July 2018),https://attack.mitre.org/software/S0269,17 October 2018,28 March 2020,1.1,,Windows,,malware,"(Citation: Unit 42 QUADAGENT July 2018),,(Citation: GitHub Invoke-Obfuscation),(Citation: Unit 42 QUADAGENT July 2018)"
S0650,QakBot,"[QakBot](https://attack.mitre.org/software/S0650) is a modular banking trojan that has been used primarily by financially-motivated actors since at least 2007. [QakBot](https://attack.mitre.org/software/S0650) is continuously maintained and developed and has evolved from an information stealer into a delivery agent for ransomware, most notably [ProLock](https://attack.mitre.org/software/S0654) and [Egregor](https://attack.mitre.org/software/S0554).(Citation: Trend Micro Qakbot December 2020)(Citation: Red Canary Qbot)(Citation: Kaspersky QakBot September 2021)(Citation: ATT QakBot April 2021)",https://attack.mitre.org/software/S0650,27 September 2021,15 October 2021,1.0,Edward Millington,Windows,"Pinkslipbot, QBot, QuackBot",malware,"(Citation: ATT QakBot April 2021),,(Citation: Group IB Ransomware September 2020),(Citation: Red Canary Qbot),(Citation: Trend Micro Qakbot December 2020),(Citation: Crowdstrike Qakbot October 2020),(Citation: Cyberint Qakbot May 2021),(Citation: Kaspersky QakBot September 2021),(Citation: Trend Micro Qakbot May 2020),(Citation: Kroll Qakbot June 2020),(Citation: ATT QakBot April 2021)"
S0262,QuasarRAT,"[QuasarRAT](https://attack.mitre.org/software/S0262) is an open-source, remote access tool that has been publicly available on GitHub since at least 2014. [QuasarRAT](https://attack.mitre.org/software/S0262) is developed in the C# language.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)",https://attack.mitre.org/software/S0262,17 October 2018,02 August 2022,2.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet",Windows,xRAT,tool,"(Citation: Unit 42 Gorgon Group Aug 2018),(Citation: Volexity Patchwork June 2018),(Citation: Symantec Cicada November 2020),(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: ESET BackdoorDiplomacy Jun 2021),(Citation: TrendMicro Patchwork Dec 2017),(Citation: DOJ APT10 Dec 2018),(Citation: Securelist APT10 March 2021),,(Citation: CISA AR18-352A Quasar RAT December 2018),(Citation: GitHub QuasarRAT),(Citation: Volexity Patchwork June 2018)"
S0686,QuietSieve,[QuietSieve](https://attack.mitre.org/software/S0686) is an information stealer that has been used by [Gamaredon Group](https://attack.mitre.org/groups/G0047) since at least 2021.(Citation: Microsoft Actinium February 2022),https://attack.mitre.org/software/S0686,18 February 2022,15 April 2022,1.0,,Windows,,malware,"(Citation: Microsoft Actinium February 2022),,(Citation: Microsoft Actinium February 2022)"
S0055,RARSTONE,[RARSTONE](https://attack.mitre.org/software/S0055) is malware used by the [Naikon](https://attack.mitre.org/groups/G0019) group that has some characteristics similar to [PlugX](https://attack.mitre.org/software/S0013). (Citation: Aquino RARSTONE),https://attack.mitre.org/software/S0055,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Baumgartner Naikon 2015),(Citation: CameraShy),,(Citation: Camba RARSTONE),(Citation: Aquino RARSTONE)"
S0241,RATANKBA,"[RATANKBA](https://attack.mitre.org/software/S0241) is a remote controller tool used by [Lazarus Group](https://attack.mitre.org/groups/G0032). [RATANKBA](https://attack.mitre.org/software/S0241) has been used in attacks targeting financial institutions in Poland, Mexico, Uruguay, the United Kingdom, and Chile. It was also seen used against organizations related to telecommunications, management consulting, information technology, insurance, aviation, and education. [RATANKBA](https://attack.mitre.org/software/S0241) has a graphical user interface to allow the attacker to issue jobs to perform on the infected machines. (Citation: Lazarus RATANKBA) (Citation: RATANKBA)",https://attack.mitre.org/software/S0241,17 October 2018,02 September 2020,1.1,,Windows,,malware,"(Citation: Lazarus RATANKBA),,(Citation: RATANKBA),(Citation: Lazarus RATANKBA)"
S0662,RCSession,[RCSession](https://attack.mitre.org/software/S0662) is a backdoor written in C++ that has been in use since at least 2018 by [Mustang Panda](https://attack.mitre.org/groups/G0129) and by [Threat Group-3390](https://attack.mitre.org/groups/G0027) (Type II Backdoor).(Citation: Secureworks BRONZE PRESIDENT December 2019)(Citation: Trend Micro Iron Tiger April 2021)(Citation: Trend Micro DRBControl February 2020),https://attack.mitre.org/software/S0662,19 November 2021,15 April 2022,1.0,,Windows,,malware,"(Citation: Trend Micro DRBControl February 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Profero APT27 December 2020),(Citation: Trend Micro Iron Tiger April 2021),,(Citation: Trend Micro DRBControl February 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Profero APT27 December 2020)"
S0495,RDAT,[RDAT](https://attack.mitre.org/software/S0495) is a backdoor used by the suspected Iranian threat group [OilRig](https://attack.mitre.org/groups/G0049). [RDAT](https://attack.mitre.org/software/S0495) was originally identified in 2017 and targeted companies in the telecommunications sector.(Citation: Unit42 RDAT July 2020),https://attack.mitre.org/software/S0495,28 July 2020,15 October 2020,1.0,,Windows,,malware,"(Citation: Unit42 RDAT July 2020),,(Citation: Unit42 RDAT July 2020)"
S0416,RDFSNIFFER,[RDFSNIFFER](https://attack.mitre.org/software/S0416) is a module loaded by [BOOSTWRITE](https://attack.mitre.org/software/S0415) which allows an attacker to monitor and tamper with legitimate connections made via an application designed to provide visibility and system management capabilities to remote IT techs.(Citation: FireEye FIN7 Oct 2019),https://attack.mitre.org/software/S0416,11 October 2019,16 October 2019,1.0,,Windows,,malware,"(Citation: FireEye FIN7 Oct 2019),,(Citation: FireEye FIN7 Oct 2019)"
S0496,REvil,"[REvil](https://attack.mitre.org/software/S0496) is a ransomware family that has been linked to the [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) group and operated as ransomware-as-a-service (RaaS) since at least April 2019. [REvil](https://attack.mitre.org/software/S0496), which as been used against organizations in the manufacturing, transportation, and electric sectors, is highly configurable and shares code similarities with the GandCrab RaaS.(Citation: Secureworks REvil September 2019)(Citation: Intel 471 REvil March 2020)(Citation: Group IB Ransomware May 2020)",https://attack.mitre.org/software/S0496,04 August 2020,24 May 2022,2.0,Edward Millington,Windows,"Sodin, Sodinokibi",malware,"(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Secureworks REvil September 2019),(Citation: IBM Ransomware Trends September 2020),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FBI Flash FIN7 USB),,(Citation: Intel 471 REvil March 2020),(Citation: Group IB Ransomware May 2020),(Citation: McAfee REvil October 2019),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Talos Sodinokibi April 2019),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Secureworks REvil September 2019),(Citation: G Data Sodinokibi June 2019),(Citation: Picus Sodinokibi January 2020),(Citation: BleepingComputer REvil 2021),(Citation: McAfee Sodinokibi October 2019),(Citation: Cylance Sodinokibi July 2019),(Citation: Kaspersky Sodin July 2019)"
S0258,RGDoor,[RGDoor](https://attack.mitre.org/software/S0258) is a malicious Internet Information Services (IIS) backdoor developed in the C++ language. [RGDoor](https://attack.mitre.org/software/S0258) has been seen deployed on webservers belonging to the Middle East government organizations. [RGDoor](https://attack.mitre.org/software/S0258) provides backdoor access to compromised IIS servers. (Citation: Unit 42 RGDoor Jan 2018),https://attack.mitre.org/software/S0258,17 October 2018,10 September 2021,1.2,,Windows,,malware,"(Citation: Unit 42 RGDoor Jan 2018),,(Citation: ESET IIS Malware 2021),(Citation: Unit 42 RGDoor Jan 2018)"
S0003,RIPTIDE,[RIPTIDE](https://attack.mitre.org/software/S0003) is a proxy-aware backdoor used by [APT12](https://attack.mitre.org/groups/G0005). (Citation: Moran 2014),https://attack.mitre.org/software/S0003,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Moran 2014),,(Citation: Moran 2014)"
S0684,ROADTools,[ROADTools](https://attack.mitre.org/software/S0684) is a framework for enumerating Azure Active Directory environments. The tool is written in Python and publicly available on GitHub.(Citation: ROADtools Github),https://attack.mitre.org/software/S0684,18 February 2022,01 April 2022,1.0,,,,tool,"(Citation: MSTIC Nobelium Oct 2021),,(Citation: Roadtools)"
S0112,ROCKBOOT,"[ROCKBOOT](https://attack.mitre.org/software/S0112) is a [Bootkit](https://attack.mitre.org/techniques/T1542/003) that has been used by an unidentified, suspected China-based group. (Citation: FireEye Bootkits)",https://attack.mitre.org/software/S0112,31 May 2017,09 February 2021,1.1,,Windows,,malware,"(Citation: FireEye APT41 Aug 2019),,(Citation: FireEye Bootkits)"
S0240,ROKRAT,[ROKRAT](https://attack.mitre.org/software/S0240) is a cloud-based remote access tool (RAT) used by [APT37](https://attack.mitre.org/groups/G0067) to target victims in South Korea. [APT37](https://attack.mitre.org/groups/G0067) has used ROKRAT during several campaigns from 2016 through 2021.(Citation: Talos ROKRAT)(Citation: Talos Group123)(Citation: Volexity InkySquid RokRAT August 2021),https://attack.mitre.org/software/S0240,17 October 2018,30 March 2022,2.3,,Windows,,malware,"(Citation: Talos Group123),(Citation: Securelist ScarCruft May 2019),,(Citation: Volexity InkySquid RokRAT August 2021),(Citation: Malwarebytes RokRAT VBA January 2021),(Citation: Securelist ScarCruft May 2019),(Citation: NCCGroup RokRat Nov 2018),(Citation: Talos ROKRAT),(Citation: Talos Group123),(Citation: Talos ROKRAT 2)"
S0148,RTM,[RTM](https://attack.mitre.org/software/S0148) is custom malware written in Delphi. It is used by the group of the same name ([RTM](https://attack.mitre.org/groups/G0048)). Newer versions of the malware have been reported publicly as Redaman.(Citation: ESET RTM Feb 2017)(Citation: Unit42 Redaman January 2019),https://attack.mitre.org/software/S0148,31 May 2017,29 July 2022,1.2,"Arie Olshtein, Check Point; Kobi Eisenkraft, Check Point",Windows,Redaman,malware,"(Citation: ESET RTM Feb 2017),,(Citation: CheckPoint Redaman October 2019),(Citation: Unit42 Redaman January 2019),(Citation: ESET RTM Feb 2017)"
S0481,Ragnar Locker,[Ragnar Locker](https://attack.mitre.org/software/S0481) is a ransomware that has been in use since at least December 2019.(Citation: Sophos Ragnar May 2020)(Citation: Cynet Ragnar Apr 2020),https://attack.mitre.org/software/S0481,29 June 2020,13 April 2021,1.1,,Windows,,malware,",,(Citation: FBI Ragnar Locker 2020),(Citation: Cynet Ragnar Apr 2020),(Citation: Sophos Ragnar May 2020)"
S0565,Raindrop,[Raindrop](https://attack.mitre.org/software/S0565) is a loader used by [APT29](https://attack.mitre.org/groups/G0016) that was discovered on some victim machines during investigations related to the 2020 SolarWinds cyber intrusion. It was discovered in January 2021 and was likely used since at least May 2020.(Citation: Symantec RAINDROP January 2021)(Citation: Microsoft Deep Dive Solorigate January 2021),https://attack.mitre.org/software/S0565,19 January 2021,26 April 2021,1.1,,Windows,,malware,"(Citation: Secureworks IRON RITUAL Profile),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: Symantec RAINDROP January 2021),,(Citation: Microsoft Deep Dive Solorigate January 2021),(Citation: Symantec RAINDROP January 2021)"
S0629,RainyDay,[RainyDay](https://attack.mitre.org/software/S0629) is a backdoor tool that has been used by [Naikon](https://attack.mitre.org/groups/G0019) since at least 2020.(Citation: Bitdefender Naikon April 2021),https://attack.mitre.org/software/S0629,29 June 2021,19 August 2021,1.0,,Windows,,malware,"(Citation: Bitdefender Naikon April 2021),,(Citation: Bitdefender Naikon April 2021)"
S0458,Ramsay,"[Ramsay](https://attack.mitre.org/software/S0458) is an information stealing malware framework designed to collect and exfiltrate sensitive documents, including from air-gapped systems. Researchers have identified overlaps between [Ramsay](https://attack.mitre.org/software/S0458) and the [Darkhotel](https://attack.mitre.org/groups/G0012)-associated Retro malware.(Citation: Eset Ramsay May 2020)(Citation: Antiy CERT Ramsay April 2020)",https://attack.mitre.org/software/S0458,27 May 2020,14 April 2021,1.1,"Harry Kim, CODEMIZE",Windows,,malware,",,(Citation: Eset Ramsay May 2020),(Citation: Antiy CERT Ramsay April 2020)"
S0364,RawDisk,"[RawDisk](https://attack.mitre.org/software/S0364) is a legitimate commercial driver from the EldoS Corporation that is used for interacting with files, disks, and partitions. The driver allows for direct modification of data on a local computer's hard drive. In some cases, the tool can enact these raw disk modifications from user-mode processes, circumventing Windows operating system security features.(Citation: EldoS RawDisk ITpro)(Citation: Novetta Blockbuster Destructive Malware)",https://attack.mitre.org/software/S0364,25 March 2019,28 July 2022,1.0,,Windows,,tool,"(Citation: Novetta Blockbuster),(Citation: Novetta Blockbuster Destructive Malware),,(Citation: Unit 42 Shamoon3 2018),(Citation: Palo Alto Shamoon Nov 2016),(Citation: Novetta Blockbuster Destructive Malware)"
S0169,RawPOS,"[RawPOS](https://attack.mitre.org/software/S0169) is a point-of-sale (POS) malware family that searches for cardholder data on victims. It has been in use since at least 2008. (Citation: Kroll RawPOS Jan 2017) (Citation: TrendMicro RawPOS April 2015) (Citation: Visa RawPOS March 2015) FireEye divides RawPOS into three components: FIENDCRY, DUEBREW, and DRIFTWOOD. (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",https://attack.mitre.org/software/S0169,16 January 2018,30 March 2020,1.1,Walker Johnson,Windows,"DRIFTWOOD, DUEBREW, FIENDCRY",malware,"(Citation: DarkReading FireEye FIN5 Oct 2015),(Citation: Mandiant FIN5 GrrCON Oct 2016),,(Citation: Visa RawPOS March 2015),(Citation: Kroll RawPOS Jan 2017),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: TrendMicro RawPOS April 2015)"
