reference,citation,url
Microsoft HTML Help May 2018,"Microsoft. (2018, May 30). Microsoft HTML Help 1.4. Retrieved October 3, 2018.",https://docs.microsoft.com/previous-versions/windows/desktop/htmlhelp/microsoft-html-help-1-4-sdk
Microsoft Hacking Team Breach,"Microsoft Secure Team. (2016, June 1). Hacking Team Breach: A Cyber Jurassic Park. Retrieved March 5, 2019.",https://www.microsoft.com/security/blog/2016/06/01/hacking-team-breach-a-cyber-jurassic-park/
Microsoft Holmium June 2020,"Microsoft Threat Protection Intelligence Team. (2020, June 18). Inside Microsoft Threat Protection: Mapping attack chains from cloud to endpoint. Retrieved June 22, 2020.",https://www.microsoft.com/security/blog/2020/06/18/inside-microsoft-threat-protection-mapping-attack-chains-from-cloud-to-endpoint/
Microsoft Hook Overview,"Microsoft. (n.d.). Hooks Overview. Retrieved December 12, 2017.",https://msdn.microsoft.com/library/windows/desktop/ms644959.aspx
Microsoft ICMP,"Microsoft. (n.d.). Internet Control Message Protocol (ICMP) Basics. Retrieved December 1, 2014.",http://support.microsoft.com/KB/170292
Microsoft IIS Modules Overview 2007,"Microsoft. (2007, November 24). IIS Modules Overview. Retrieved June 17, 2021.",https://docs.microsoft.com/en-us/iis/get-started/introduction-to-iis/iis-modules-overview
Microsoft ISAPI Extension All Incoming 2017,"Microsoft. (2017, June 16). Intercepting All Incoming IIS Requests. Retrieved June 3, 2021.",https://docs.microsoft.com/en-us/previous-versions/iis/6.0-sdk/ms525696(v=vs.90)
Microsoft ISAPI Extension Overview 2017,"Microsoft. (2017, June 16). ISAPI Extension Overview. Retrieved June 3, 2021.",https://docs.microsoft.com/en-us/previous-versions/iis/6.0-sdk/ms525172(v=vs.90)
Microsoft ISAPI Filter Overview 2017,"Microsoft. (2017, June 16). ISAPI Filter Overview. Retrieved June 3, 2021.",https://docs.microsoft.com/en-us/previous-versions/iis/6.0-sdk/ms524610(v=vs.90)
Microsoft ISAPICGIRestriction 2016,"Microsoft. (2016, September 26). ISAPI/CGI Restrictions <isapiCgiRestriction>. Retrieved June 3, 2021.",https://docs.microsoft.com/en-us/iis/configuration/system.webserver/security/isapicgirestriction/
Microsoft Identity Platform Access 2019,"Cai, S., Flores, J., de Guzman, C., et. al.. (2019, August 27). Microsoft identity platform access tokens. Retrieved October 4, 2019.",https://docs.microsoft.com/en-us/azure/active-directory/develop/access-tokens
Microsoft Identity Platform Protocols May 2019,"Microsoft. (n.d.). Retrieved September 12, 2019.",https://docs.microsoft.com/en-us/azure/active-directory/develop/active-directory-v2-protocols
Microsoft Image,"Microsoft. (2021, August 23). Create a managed image of a generalized VM in Azure. Retrieved October 13, 2021.",https://docs.microsoft.com/en-us/azure/virtual-machines/windows/capture-image-resource
Microsoft ImpersonateLoggedOnUser,"Microsoft TechNet. (n.d.). Retrieved April 25, 2017.",https://msdn.microsoft.com/en-us/library/windows/desktop/aa378612(v=vs.85).aspx
Microsoft Implementing CPL,"M. (n.d.). Implementing Control Panel Items. Retrieved January 18, 2018.",https://msdn.microsoft.com/library/windows/desktop/cc144185.aspx
Microsoft Inbox Rules,"Microsoft. (n.d.). Manage email messages by using rules. Retrieved June 11, 2021.",https://support.microsoft.com/en-us/office/manage-email-messages-by-using-rules-c24f5dea-9465-4df4-ad17-a50704d66c59
Microsoft Install Password Filter n.d,"Microsoft. (n.d.). Installing and Registering a Password Filter DLL. Retrieved November 21, 2017.",https://msdn.microsoft.com/library/windows/desktop/ms721766.aspx
Microsoft Internal Solorigate Investigation Blog,"MSRC Team. (2021, February 18). Microsoft Internal Solorigate Investigation – Final Update. Retrieved May 14, 2021.",https://msrc-blog.microsoft.com/2021/02/18/microsoft-internal-solorigate-investigation-final-update/
Microsoft Issues with BITS July 2011,"Microsoft. (2011, July 19). Issues with BITS. Retrieved January 12, 2018.",https://technet.microsoft.com/library/dd939934.aspx
Microsoft JScript 2007,"Microsoft. (2007, August 15). The World of JScript, JavaScript, ECMAScript …. Retrieved June 23, 2020.",https://docs.microsoft.com/archive/blogs/gauravseth/the-world-of-jscript-javascript-ecmascript
Microsoft Kasidet,"Manuel, J. and Plantado, R.. (2015, August 9). Win32/Kasidet. Retrieved March 24, 2016.",http://www.microsoft.com/security/portal/threat/encyclopedia/entry.aspx?Name=Win32%2FKasidet
Microsoft Kerberos Golden Ticket,"Microsoft. (2015, March 24). Kerberos Golden Ticket Check (Updated). Retrieved February 27, 2020.",https://gallery.technet.microsoft.com/scriptcenter/Kerberos-Golden-Ticket-b4814285
Microsoft Kerberos Preauth 2014,"Sanyal, M.. (2014, March 18). Kerberos Pre-Authentication: Why It Should Not Be Disabled. Retrieved August 25, 2020.",https://social.technet.microsoft.com/wiki/contents/articles/23559.kerberos-pre-authentication-why-it-should-not-be-disabled.aspx
Microsoft Klist,"Microsoft. (2021, March 3). klist. Retrieved October 14, 2021.",https://docs.microsoft.com/windows-server/administration/windows-commands/klist
Microsoft LSA,"Microsoft. (2013, July 31). Configuring Additional LSA Protection. Retrieved February 13, 2015.",https://technet.microsoft.com/en-us/library/dn408187.aspx
Microsoft LSA Protection Mar 2014,"Microsoft. (2014, March 12). Configuring Additional LSA Protection. Retrieved November 27, 2017.",https://technet.microsoft.com/library/dn408187.aspx
Microsoft Lamin Sept 2017,"Microsoft. (2009, May 17). Backdoor:Win32/Lamin.A. Retrieved September 6, 2018.",https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?name=Backdoor:Win32/Lamin.A
Microsoft Learn,"Microsoft. (2021, April 6). 2.5 ExtraData. Retrieved September 30, 2022.",https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-shllink/c41e062d-f764-4f13-bd4f-ea812ab9a4d1
Microsoft List View Controls,"Microsoft. (2021, May 25). About List-View Controls. Retrieved January 4, 2022.",https://docs.microsoft.com/windows/win32/controls/list-view-controls-overview
Microsoft LoadLibrary,"Microsoft. (2018, December 5). LoadLibraryA function (libloaderapi.h). Retrieved September 28, 2021.",https://docs.microsoft.com/en-us/windows/win32/api/libloaderapi/nf-libloaderapi-loadlibrarya
Microsoft Local Accounts Feb 2019,"Microsoft. (2018, December 9). Local Accounts. Retrieved February 11, 2019.",https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/local-accounts
Microsoft LogonUser,"Microsoft TechNet. (n.d.). Retrieved April 25, 2017.",https://msdn.microsoft.com/en-us/library/windows/desktop/aa378184(v=vs.85).aspx
Microsoft MOF May 2018,"Satran, M. (2018, May 30). Managed Object Format (MOF). Retrieved January 24, 2020.",https://docs.microsoft.com/en-us/windows/win32/wmisdk/managed-object-format--mof-
Microsoft MS14-025,"Microsoft. (2014, May 13). MS14-025: Vulnerability in Group Policy Preferences could allow elevation of privilege. Retrieved January 28, 2015.",http://support.microsoft.com/kb/2962486
Microsoft MSBuild Inline Tasks 2017,"Microsoft. (2017, September 21). MSBuild inline tasks. Retrieved March 5, 2021.",https://docs.microsoft.com/en-us/visualstudio/msbuild/msbuild-inline-tasks?view=vs-2019#code-element
Microsoft Manage Device Identities,"Microsoft. (2022, February 18). Manage device identities by using the Azure portal. Retrieved April 13, 2022.",https://docs.microsoft.com/en-us/azure/active-directory/devices/device-management-azure-portal
Microsoft Managing WebDAV Security,"Microsoft. (n.d.). Managing WebDAV Security (IIS 6.0). Retrieved December 21, 2017.",https://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/4beddb35-0cba-424c-8b9b-a5832ad8e208.mspx
Microsoft Manifests,"Microsoft. (n.d.). Manifests. Retrieved December 5, 2014.",https://msdn.microsoft.com/en-US/library/aa375365
Microsoft Module Class,"Microsoft. (n.d.). Module Class. Retrieved September 28, 2021.",https://docs.microsoft.com/en-us/dotnet/api/system.reflection.module
Microsoft More information about DLL,"Microsoft. (2010, August 12). More information about the DLL Preloading remote attack vector. Retrieved December 5, 2014.",https://msrc-blog.microsoft.com/2010/08/23/more-information-about-the-dll-preloading-remote-attack-vector/
Microsoft Msolrole,"Microsoft. (n.d.). Get-MsolRole. Retrieved October 6, 2019.",https://docs.microsoft.com/en-us/powershell/module/msonline/get-msolrole?view=azureadps-1.0
Microsoft NEODYMIUM Dec 2016,"Microsoft. (2016, December 14). Twin zero-day attacks: PROMETHIUM and NEODYMIUM target individuals in Europe. Retrieved November 27, 2017.",https://blogs.technet.microsoft.com/mmpc/2016/12/14/twin-zero-day-attacks-promethium-and-neodymium-target-individuals-in-europe/
Microsoft NET,"Microsoft. (n.d.). What is .NET Framework?. Retrieved March 15, 2020.",https://dotnet.microsoft.com/learn/dotnet/what-is-dotnet-framework
Microsoft NFS Overview,"Microsoft. (2018, July 9). Network File System overview. Retrieved September 28, 2021.",https://docs.microsoft.com/en-us/windows-server/storage/nfs/nfs-overview
Microsoft NICKEL December 2021,"MSTIC. (2021, December 6). NICKEL targeting government organizations across Latin America and Europe. Retrieved March 18, 2022.",https://www.microsoft.com/security/blog/2021/12/06/nickel-targeting-government-organizations-across-latin-america-and-europe
Microsoft NRPC Dec 2017,"Microsoft. (2017, December 1). MS-NRPC - Netlogon Remote Protocol. Retrieved December 6, 2017.",https://msdn.microsoft.com/library/cc237008.aspx
Microsoft NTFS File Attributes Aug 2010,"Hughes, J. (2010, August 25). NTFS File Attributes. Retrieved March 21, 2018.",https://blogs.technet.microsoft.com/askcore/2010/08/25/ntfs-file-attributes/
Microsoft Named Pipes,"Microsoft. (2018, May 31). Named Pipes. Retrieved September 28, 2021.",https://docs.microsoft.com/en-us/windows/win32/ipc/named-pipes
Microsoft Net,"Microsoft. (2017, February 14). Net Commands On Windows Operating Systems. Retrieved March 19, 2020.",https://support.microsoft.com/en-us/help/556003
Microsoft Net Utility,"Microsoft. (2006, October 18). Net.exe Utility. Retrieved September 22, 2015.",https://msdn.microsoft.com/en-us/library/aa939914
Microsoft Netdom Trust Sept 2012,"Microsoft. (2012, September 11). Command-Line Reference - Netdom Trust. Retrieved November 30, 2017.",https://technet.microsoft.com/library/cc835085.aspx
Microsoft Network access Credential Manager,"Microsoft. (2016, August 31). Network access: Do not allow storage of passwords and credentials for network authentication. Retrieved November 23, 2020.",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-R2-and-2012/jj852185(v=ws.11)?redirectedfrom=MSDN
Microsoft New-InboxRule,"Microsoft. (n.d.). New-InboxRule. Retrieved June 7, 2021.",https://docs.microsoft.com/en-us/powershell/module/exchange/new-inboxrule?view=exchange-ps
Microsoft Nobelium Admin Privileges,"Microsoft Threat Intelligence Center. (2021, October 25). NOBELIUM targeting delegated administrative privileges to facilitate broader attacks. Retrieved January 31, 2022.",https://www.microsoft.com/security/blog/2021/10/25/nobelium-targeting-delegated-administrative-privileges-to-facilitate-broader-attacks
Microsoft O365 Admin Roles,"Ako-Adjei, K., Dickhaus, M., Baumgartner, P., Faigel, D., et. al.. (2019, October 8). About admin roles. Retrieved October 18, 2019.",https://docs.microsoft.com/en-us/office365/admin/add-users/about-admin-roles?view=o365-worldwide
Microsoft OAuth 2.0 Consent Phishing 2021,"Microsoft 365 Defender Threat Intelligence Team. (2021, June 14). Microsoft delivers comprehensive solution to battle rise in consent phishing emails. Retrieved December 13, 2021.",https://www.microsoft.com/security/blog/2021/07/14/microsoft-delivers-comprehensive-solution-to-battle-rise-in-consent-phishing-emails/
Microsoft Office Add-ins,"Microsoft. (n.d.). Add or remove add-ins. Retrieved July 3, 2017.",https://support.office.com/article/Add-or-remove-add-ins-0af570c4-5cf3-4fa9-9b88-403625a0b460
Microsoft Open XML July 2017,"Microsoft. (2014, July 9). Introducing the Office (2007) Open XML File Formats. Retrieved July 20, 2018.",https://docs.microsoft.com/previous-versions/office/developer/office-2007/aa338205(v=office.12)
Microsoft Operation Wilysupply,"Florio, E.. (2017, May 4). Windows Defender ATP thwarts Operation WilySupply software supply chain cyberattack. Retrieved February 14, 2019.",https://www.microsoft.com/security/blog/2017/05/04/windows-defender-atp-thwarts-operation-wilysupply-software-supply-chain-cyberattack/
Microsoft Outlook Files,"Microsoft. (n.d.). Introduction to Outlook Data Files (.pst and .ost). Retrieved February 19, 2020.",https://support.office.com/en-us/article/introduction-to-outlook-data-files-pst-and-ost-222eaf92-a995-45d9-bde2-f331f60e2790
Microsoft PEB 2021,"Microsoft. (2021, October 6). PEB structure (winternl.h). Retrieved November 19, 2021.",https://docs.microsoft.com/en-us/windows/win32/api/winternl/ns-winternl-peb
Microsoft PLATINUM April 2016,"Windows Defender Advanced Threat Hunting Team. (2016, April 29). PLATINUM: Targeted attacks in South and Southeast Asia. Retrieved February 15, 2018.",https://download.microsoft.com/download/2/2/5/225BFE3E-E1DE-4F5B-A77B-71200928D209/Platinum%20feature%20article%20-%20Targeted%20attacks%20in%20South%20and%20Southeast%20Asia%20April%202016.pdf
Microsoft PLATINUM June 2017,"Kaplan, D, et al. (2017, June 7). PLATINUM continues to evolve, find ways to maintain invisibility. Retrieved February 19, 2018.",https://cloudblogs.microsoft.com/microsoftsecure/2017/06/07/platinum-continues-to-evolve-find-ways-to-maintain-invisibility/?source=mmpc
Microsoft POLONIUM June 2022,"Microsoft. (2022, June 2). Exposing POLONIUM activity and infrastructure targeting Israeli organizations. Retrieved July 1, 2022.",https://www.microsoft.com/security/blog/2022/06/02/exposing-polonium-activity-and-infrastructure-targeting-israeli-organizations/
Microsoft PSfromCsharp APR 2014,"Babinec, K. (2014, April 28). Executing PowerShell scripts from C#. Retrieved April 22, 2019.",https://blogs.msdn.microsoft.com/kebab/2014/04/28/executing-powershell-scripts-from-c/
Microsoft Phosphorus Mar 2019,"Burt, T. (2019, March 27). New steps to protect customers from hacking. Retrieved May 27, 2020.",https://blogs.microsoft.com/on-the-issues/2019/03/27/new-steps-to-protect-customers-from-hacking/
Microsoft Phosphorus Oct 2020,"Burt, T. (2020, October 28). Cyberattacks target international conference attendees. Retrieved March 8, 2021.",https://blogs.microsoft.com/on-the-issues/2020/10/28/cyberattacks-phosphorus-t20-munich-security-conference/
Microsoft PoisonIvy 2017,"McCormack, M. (2017, September 15). Backdoor:Win32/Poisonivy.E. Retrieved December 21, 2020.",https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Backdoor%3aWin32%2fPoisonivy.E
Microsoft PowerShell Command History,"Microsoft. (2020, May 13). About History. Retrieved September 4, 2020.",https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.core/about/about_history?view=powershell-7
